县,年末总人口,行政区域土地面积（平方公里）,地区生产总值（万元）,第一产业增加值（万元）,第二产业增加值（万元）,第三产业增加值（万元）,地方财政一般预算收入（万元）（2003年及之前为“地方财政预算内收入”）,地方财政一般预算支出（万元）（2003年及之前为“财政总支出”）,各项税收（万元）,城乡居民储蓄存款余额（万元）,人均地区生产总值（元/人）,规模以上工业总产值（现价）（万元）,adcode,province,city,district
天峻县,2.33,25989.0,200400.0,46600.0,91300.0,62500.0,15966.0,105795.0,,64898.0,,,632823.0,青海省,海西蒙古族藏族自治州,天峻县
格尔木市,13.77,119263.0,3772747.0,56405.0,2512206.0,1204136.0,157416.0,451998.0,,1264959.0,,,632801.0,青海省,海西蒙古族藏族自治州,格尔木市
德令哈市,7.34,27700.0,873316.0,70735.0,433357.0,369224.0,40181.0,258730.0,,482800.0,,,632802.0,青海省,海西蒙古族藏族自治州,德令哈市
共和县,13.26,17209.0,834257.0,103846.0,418551.0,311860.0,23412.0,310855.0,,390193.0,,,632521.0,青海省,海南藏族自治州,共和县
贵德县,11.2,3600.0,330202.0,38759.0,195159.0,96284.0,36600.0,207800.0,,261700.0,,,632523.0,青海省,海南藏族自治州,贵德县
贵南县,8.13,6650.0,189209.0,103416.0,29844.0,55949.0,4904.0,193915.0,,46314.0,,,632525.0,青海省,海南藏族自治州,贵南县
同德县,6.34,4653.0,149784.0,93451.0,19385.0,36948.0,3604.0,138366.0,,70436.0,,,632522.0,青海省,海南藏族自治州,同德县
兴海县,8.23,12178.0,243149.0,96403.0,76317.0,70429.0,9152.0,161663.0,,112033.0,,,632524.0,青海省,海南藏族自治州,兴海县
门源回族自治县,16.23,6382.0,337360.0,100734.0,71061.0,165565.0,10204.0,251603.0,,281537.0,,,632221.0,青海省,海北藏族自治州,门源回族自治县
祁连县,5.27,13886.0,183697.0,68670.0,38575.0,76452.0,6827.0,157666.0,,124800.0,,,632222.0,青海省,海北藏族自治州,祁连县
刚察县,4.5,8138.0,186740.0,60952.0,42343.0,83445.0,6422.0,160056.0,,73099.0,,,632224.0,青海省,海北藏族自治州,刚察县
海晏县,3.55,4853.0,205930.0,25815.0,48476.0,131639.0,5932.0,137051.0,,118800.0,,,632223.0,青海省,海北藏族自治州,海晏县
同仁县,9.86,3275.0,358484.0,54236.0,41875.0,262373.0,7488.0,328217.0,,274735.0,,,,,,
尖扎县,6.22,1558.0,244658.0,24611.0,165198.0,54849.0,10400.0,215300.0,,147110.0,,,630224.0,青海省,海东市,化隆回族自治县
泽库县,7.86,6765.0,185124.0,94103.0,39680.0,51341.0,3385.0,239022.0,,56256.0,,,632323.0,青海省,黄南藏族自治州,泽库县
河南蒙古族自治县,4.08,6700.0,184100.0,85900.0,34800.0,63400.0,3282.0,168337.0,,65789.0,,,632324.0,青海省,黄南藏族自治州,河南蒙古族自治县
玉树市,11.38,15411.0,170709.0,67548.0,13214.0,89947.0,10610.0,281906.0,,306565.0,,,632701.0,青海省,玉树藏族自治州,玉树市
称多县,6.11,14618.0,58895.0,27664.0,6378.0,24853.0,1470.0,199593.0,,48589.0,,,632723.0,青海省,玉树藏族自治州,称多县
囊谦县,10.11,12741.0,102310.0,67692.0,11439.0,23179.0,3102.0,323494.0,,89050.0,,,632725.0,青海省,玉树藏族自治州,囊谦县
杂多县,7.06,35500.0,118837.0,84959.0,10197.0,23681.0,1510.0,183987.0,,98211.0,,,632722.0,青海省,玉树藏族自治州,杂多县
治多县,3.46,80642.0,72842.0,49257.0,7372.0,16213.0,1790.0,143054.0,,51039.0,,,632724.0,青海省,玉树藏族自治州,治多县
曲麻莱县,3.41,46636.0,74605.0,47311.0,5575.0,21719.0,1295.0,148993.0,,40500.0,,,632726.0,青海省,玉树藏族自治州,曲麻莱县
玛沁县,4.84,13400.0,168749.0,26624.0,52312.0,89813.0,4102.0,167912.0,,112305.0,,,632621.0,青海省,果洛藏族自治州,玛沁县
甘德县,4.02,7046.0,39162.0,11802.0,13673.0,13687.0,1674.0,128609.0,,27147.0,,,632623.0,青海省,果洛藏族自治州,甘德县
达日县,3.98,14842.0,42219.0,10959.0,16240.0,15020.0,2085.0,154742.0,,29749.0,,,632624.0,青海省,果洛藏族自治州,达日县
玛多县,1.58,26248.0,36117.0,7464.0,13109.0,15544.0,1345.0,103540.0,,22182.0,,,632626.0,青海省,果洛藏族自治州,玛多县
班玛县,3.13,6139.0,46755.0,12783.0,14624.0,19348.0,1820.0,137080.0,,40301.0,,,632622.0,青海省,果洛藏族自治州,班玛县
久治县,2.85,8757.0,52225.0,14306.0,16702.0,21217.0,1625.0,110273.0,,33227.0,,,632625.0,青海省,果洛藏族自治州,久治县
永宁县,24.56,1194.0,1008884.0,162130.0,262640.0,584114.0,71733.0,364805.0,,1152530.0,41250.0,,640121.0,宁夏回族自治区,银川市,永宁县
贺兰县,26.38,1537.0,1389486.0,174517.0,446347.0,768622.0,120927.0,326333.0,,1417236.0,52875.0,,640122.0,宁夏回族自治区,银川市,贺兰县
灵武市,29.61,3846.0,5173836.0,112699.0,4303432.0,757705.0,271595.0,692938.0,,1304153.0,175033.0,,640181.0,宁夏回族自治区,银川市,灵武市
银川市兴庆区,75.54,828.39,5315783.0,87572.0,742765.0,4485446.0,97098.0,271406.0,,,70552.0,,640104.0,宁夏回族自治区,银川市,兴庆区
银川市西夏区,36.28,1123.78,3176102.0,73010.0,1982101.0,1120991.0,51728.0,175303.0,,,87890.0,,640105.0,宁夏回族自治区,银川市,西夏区
银川市金凤区,36.93,345.47,2903792.0,37194.0,550911.0,2315687.0,74495.0,191516.0,,,82020.0,,640106.0,宁夏回族自治区,银川市,金凤区
平罗县,29.12,2634.0,1676937.0,206709.0,824566.0,645662.0,82751.0,383228.0,,1236833.0,57666.0,,640221.0,宁夏回族自治区,石嘴山市,平罗县
石嘴山市大武口区,30.73,1212.84,1866086.0,11045.0,864512.0,990529.0,23748.0,132853.0,,,60769.0,,640202.0,宁夏回族自治区,石嘴山市,大武口区
石嘴山市惠农区,20.74,1361.05,1569407.0,69182.0,801070.0,699155.0,20194.0,138579.0,,,75707.0,,150303.0,内蒙古自治区,乌海市,海南区
青铜峡市,29.81,2325.0,1264699.0,197029.0,641158.0,426512.0,72381.0,321069.0,,1052333.0,42446.0,,640381.0,宁夏回族自治区,吴忠市,青铜峡市
盐池县,15.91,8377.0,1056400.0,85300.0,550700.0,420400.0,87638.0,376900.0,,718945.0,66513.0,,640323.0,宁夏回族自治区,吴忠市,盐池县
同心县,33.9,5667.0,918329.0,138223.0,324280.0,455826.0,28255.0,567026.0,,665258.0,27174.0,,640324.0,宁夏回族自治区,吴忠市,同心县
吴忠市利通区,42.06,1414.58,1933292.0,225415.0,743724.0,964153.0,33382.0,202726.0,,,46094.0,,640302.0,宁夏回族自治区,吴忠市,利通区
吴忠市红寺堡区,20.56,3523.09,629149.0,56132.0,311632.0,261385.0,20337.0,283841.0,,,30724.0,,640303.0,宁夏回族自治区,吴忠市,红寺堡区
中宁县,35.44,4307.0,1713557.0,203788.0,950390.0,559379.0,87306.0,481319.0,,1197676.0,48532.0,,640521.0,宁夏回族自治区,中卫市,中宁县
海原县,40.6,6378.0,761704.0,138419.0,135438.0,487847.0,21000.0,585814.0,,458482.0,18810.0,,640522.0,宁夏回族自治区,中卫市,海原县
中卫市沙坡头区,41.42,6877.44,1901200.0,259635.0,785284.0,856281.0,26941.0,194563.0,,1620800.0,45982.0,,640502.0,宁夏回族自治区,中卫市,沙坡头区
固原市原州区,43.31,3501.11,1368038.0,158463.0,232676.0,976899.0,17979.0,416019.0,,1300100.0,31659.0,,640402.0,宁夏回族自治区,固原市,原州区
西吉县,35.72,4000.0,695381.0,175961.0,104082.0,415338.0,18028.0,593306.0,,568842.0,19594.0,,640422.0,宁夏回族自治区,固原市,西吉县
隆德县,15.74,991.0,317070.0,60848.0,55396.0,200826.0,10121.0,297653.0,,373244.0,20158.0,,640423.0,宁夏回族自治区,固原市,隆德县
泾源县,10.29,1443.0,204172.0,31190.0,36624.0,136358.0,11389.0,205400.0,,235397.0,19893.0,,640424.0,宁夏回族自治区,固原市,泾源县
彭阳县,20.0,3238.0,641928.0,141501.0,197486.0,302941.0,28655.0,373678.0,,367064.0,32176.0,,640425.0,宁夏回族自治区,固原市,彭阳县
石家庄市长安区,,138.0,,,,,,363445.0,,,,,130102.0,河北省,石家庄市,长安区
石家庄市桥西区,,70.0,,,,,,482560.0,,,,,130104.0,河北省,石家庄市,桥西区
石家庄市新华区,,92.0,,,,,,266349.0,,,,,130105.0,河北省,石家庄市,新华区
石家庄市裕华区,,61.0,,,,,,236012.0,,,,,130108.0,河北省,石家庄市,裕华区
石家庄市井陉矿区,,70.0,,,,,,130510.0,,,,,130107.0,河北省,石家庄市,井陉矿区
唐山市曹妃甸区,,1281.0,6304301.0,305663.0,3315281.0,2683357.0,712482.0,776017.0,,2327635.0,,,130209.0,河北省,唐山市,曹妃甸区
唐山市路南区,,117.0,,,,,,203563.0,,,,,130203.0,河北省,唐山市,路北区
唐山市路北区,,161.0,,,,,,335134.0,,,,,130203.0,河北省,唐山市,路北区
唐山市古冶区,,248.0,,,,,,224807.0,,,,,130204.0,河北省,唐山市,古冶区
唐山市开平区,,257.0,,,,,,166608.0,,,,,130205.0,河北省,唐山市,开平区
唐山市丰润区,,1154.0,8751482.0,365895.0,5824916.0,2560671.0,302333.0,549678.0,,6573934.0,,,130208.0,河北省,唐山市,丰润区
唐山市丰南区,,1288.0,6570218.0,450022.0,3340609.0,2779587.0,472005.0,673364.0,,4799478.0,,,130207.0,河北省,唐山市,丰南区
邯郸市邯山区,,209.0,,,,,,260384.0,,,,,130403.0,河北省,邯郸市,丛台区
邯郸市丛台区,,192.0,,,,,,227200.0,,,,,130403.0,河北省,邯郸市,丛台区
邯郸市复兴区,,137.0,,,,,,161961.0,,,,,130403.0,河北省,邯郸市,丛台区
邯郸市峰峰矿区,,341.0,,,,,,374790.0,,,,,130406.0,河北省,邯郸市,峰峰矿区
张家口市下花园区,,315.0,,,,,,150279.0,,,,,130706.0,河北省,张家口市,下花园区
张家口市桥东区,,374.0,,,,,,157406.0,,,,,130702.0,河北省,张家口市,桥东区
张家口市桥西区,,119.0,,,,,,137983.0,,,,,130703.0,河北省,张家口市,桥西区
保定市竞秀区,,127.0,,,,,,236468.0,,,,,130602.0,河北省,保定市,竞秀区
保定市莲池区,,178.0,,,,,,278089.0,,,,,130606.0,河北省,保定市,莲池区
沧州市新华区,,89.0,,,,,,106845.0,,,,,130902.0,河北省,沧州市,新华区
沧州市运河区,,118.0,,,,,,160818.0,,,,,130903.0,河北省,沧州市,运河区
秦皇岛市山海关区,,194.0,,,,,,105764.0,,,,,130303.0,河北省,秦皇岛市,山海关区
秦皇岛市海港区,,800.0,,,,,,439264.0,,,,,130302.0,河北省,秦皇岛市,海港区
秦皇岛市北戴河区,,113.0,,,,,,146726.0,,,,,130304.0,河北省,秦皇岛市,北戴河区
邢台市桥东区,,122.0,,,,,,167778.0,,,,,130702.0,河北省,张家口市,桥东区
邢台市桥西区,,120.0,,,,,,203983.0,,,,,130104.0,河北省,石家庄市,桥西区
廊坊市安次区,,578.0,,,,,,409631.0,,,,,131003.0,河北省,廊坊市,广阳区
廊坊市广阳区,,331.0,,,,,,280577.0,,,,,131003.0,河北省,廊坊市,广阳区
承德市双桥区,,354.0,,,,,,178900.0,,,,,130802.0,河北省,承德市,双桥区
承德市双滦区,,452.0,,,,,,96951.0,,,,,130803.0,河北省,承德市,双滦区
承德市鹰手营子矿区,,149.0,,,,,,70666.0,,,,,130804.0,河北省,承德市,鹰手营子矿区
衡水市桃城区,,383.0,,,,,,269550.0,,,,,131102.0,河北省,衡水市,桃城区
大同市云州区,,1468.0,1245569.0,81119.0,598246.0,566204.0,24704.0,157093.0,,604007.0,,,140215.0,山西省,大同市,云州区
呼伦贝尔市扎赉诺尔区,,269.6,490600.0,,,,,,,,,472865.4,150703.0,内蒙古自治区,呼伦贝尔市,扎赉诺尔区
康巴什区,,372.2,877600.0,,,,,,,,,124383.0,150603.0,内蒙古自治区,鄂尔多斯市,康巴什区
沈阳市辽中区,,1470.0,1893001.0,728391.0,321522.0,843088.0,86015.0,287198.0,,2085710.0,,,210115.0,辽宁省,沈阳市,辽中区
新民市,,3318.0,2380742.0,760833.0,512041.0,1107868.0,124077.0,479414.0,,2626550.0,,,210181.0,辽宁省,沈阳市,新民市
康平县,,2167.0,1116196.0,349481.0,289633.0,477082.0,108918.0,273635.0,,1053951.0,,,210123.0,辽宁省,沈阳市,康平县
法库县,,2320.0,1845785.0,401362.0,430682.0,1013741.0,119557.0,323066.0,,1270777.0,,,210124.0,辽宁省,沈阳市,法库县
瓦房店市,,3643.0,7646358.0,1040077.0,3463945.0,3142336.0,698013.0,726623.0,,6200081.0,,,210281.0,辽宁省,大连市,瓦房店市
大连市普兰店区,,2678.0,3385765.0,786362.0,1391190.0,1208213.0,161249.0,397771.0,,4927007.0,,,210214.0,辽宁省,大连市,普兰店区
庄河市,,4114.0,4947083.0,1204042.0,1842498.0,1900543.0,275429.0,715723.0,,5415919.0,,,210283.0,辽宁省,大连市,庄河市
长海县,,142.0,836077.0,511477.0,13119.0,311481.0,41069.0,115593.0,,475539.0,,,210224.0,辽宁省,大连市,长海县
海城市,,2566.0,5519973.0,418142.0,1952107.0,3149724.0,325450.0,526075.0,,8301792.0,,,450502.0,广西壮族自治区,北海市,海城区
台安县,,1393.0,1439148.0,318065.0,461670.0,659413.0,61437.0,250758.0,,1721822.0,,,210321.0,辽宁省,鞍山市,台安县
岫岩满族自治县,,4502.0,1387765.0,239634.0,361987.0,786144.0,104293.0,300301.0,,2557612.0,,,210323.0,辽宁省,鞍山市,岫岩满族自治县
抚顺县,,1701.0,294588.0,97552.0,130034.0,67002.0,51876.0,126383.0,,324208.0,,,210411.0,辽宁省,抚顺市,顺城区
清原满族自治县,,3921.0,555152.0,172211.0,111573.0,271368.0,61077.0,233991.0,,1356238.0,,,210423.0,辽宁省,抚顺市,清原满族自治县
新宾满族自治县,,4287.0,524381.0,165557.0,87670.0,271154.0,55998.0,239940.0,,1300556.0,,,210422.0,辽宁省,抚顺市,新宾满族自治县
本溪满族自治县,,3342.0,1212987.0,176897.0,413890.0,622200.0,77005.0,213878.0,,1312090.0,,,210521.0,辽宁省,本溪市,本溪满族自治县
桓仁满族自治县,,3547.0,983614.0,211717.0,230899.0,540998.0,60501.0,252188.0,,1349696.0,,,210522.0,辽宁省,本溪市,桓仁满族自治县
东港市,,2399.0,2128451.0,761598.0,423625.0,943228.0,150142.0,478996.0,,4642543.0,,,371102.0,山东省,日照市,东港区
凤城市,,5515.0,1638555.0,286335.0,520827.0,831393.0,139931.0,398680.0,,3344383.0,,,210682.0,辽宁省,丹东市,凤城市
宽甸满族自治县,,6115.0,957046.0,247856.0,268151.0,441039.0,65503.0,369493.0,,2085668.0,,,210624.0,辽宁省,丹东市,宽甸满族自治县
凌海市,,2586.0,1448545.0,517960.0,279271.0,651314.0,116386.0,419264.0,,2309416.0,,,210781.0,辽宁省,锦州市,凌海市
义县,,2476.0,972552.0,369204.0,203600.0,399748.0,62707.0,311461.0,,1490206.0,,,210727.0,辽宁省,锦州市,义县
北镇市,,1694.0,1052997.0,438168.0,99524.0,515305.0,58952.0,319587.0,,2816100.0,,,210782.0,辽宁省,锦州市,北镇市
黑山县,,2497.0,1172236.0,518538.0,110634.0,543064.0,53392.0,384043.0,,2624549.0,,,210726.0,辽宁省,锦州市,黑山县
盖州市,,2946.0,1581532.0,465510.0,406068.0,709954.0,96680.0,463317.0,,2846307.0,,,210881.0,辽宁省,营口市,盖州市
大石桥市,,1610.0,2748181.0,380823.0,1152914.0,1214444.0,223680.0,448415.0,,4543226.0,,,210882.0,,,
阜新蒙古族自治县,,6218.0,1466652.0,552179.0,297244.0,617229.0,73622.0,483701.0,,1605199.0,,,210903.0,辽宁省,阜新市,新邱区
彰武县,,3623.0,1062432.0,477224.0,169938.0,415270.0,57191.0,327681.0,,1226410.0,,,210922.0,辽宁省,阜新市,彰武县
辽阳县,,2480.0,1343458.0,329340.0,464311.0,549807.0,134691.0,270132.0,,2383907.0,,,211011.0,辽宁省,辽阳市,太子河区
灯塔市,,1170.0,1505720.0,313255.0,525751.0,666714.0,149576.0,270854.0,,2125685.0,,,211081.0,辽宁省,辽阳市,灯塔市
铁岭县,,2250.0,1114690.0,269029.0,372358.0,473303.0,61066.0,275330.0,,,,,211221.0,辽宁省,铁岭市,铁岭县
开原市,,2838.0,1025689.0,353871.0,187938.0,483880.0,77331.0,331528.0,,2121042.0,,,211282.0,辽宁省,铁岭市,开原市
昌图县,,4324.0,1332464.0,619082.0,172705.0,540677.0,56196.0,610670.0,,2997878.0,,,211224.0,辽宁省,铁岭市,昌图县
西丰县,,2683.0,494894.0,228959.0,53767.0,212168.0,30013.0,253444.0,,924562.0,,,211223.0,辽宁省,铁岭市,西丰县
调兵山市,,262.0,979977.0,32206.0,621288.0,326483.0,84212.0,153897.0,,1851384.0,,,211281.0,辽宁省,铁岭市,调兵山市
北票市,,4419.0,1186403.0,348657.0,301595.0,536151.0,72795.0,530404.0,,2133580.0,,,211381.0,辽宁省,朝阳市,北票市
朝阳县,,3758.0,982265.0,325082.0,209259.0,447924.0,61752.0,445534.0,,1013931.0,,,220104.0,吉林省,长春市,朝阳区
凌源市,,3282.0,1393363.0,432117.0,232232.0,729014.0,106227.0,452991.0,,2787880.0,,,211382.0,辽宁省,朝阳市,凌源市
建平县,,4868.0,1125818.0,337902.0,252563.0,535353.0,90873.0,447914.0,,2633049.0,,,211322.0,辽宁省,朝阳市,建平县
喀喇沁左翼蒙古族自治县,,2232.0,961233.0,334649.0,190043.0,436541.0,52620.0,338419.0,,1480120.0,,,211324.0,辽宁省,朝阳市,喀喇沁左翼蒙古族自治县
盘山县,,2036.0,1908141.0,422620.0,952984.0,532537.0,216411.0,423827.0,,1347539.0,,,211122.0,辽宁省,盘锦市,盘山县
盘锦市大洼区,,1816.0,2739833.0,550322.0,1259068.0,930443.0,524697.0,742346.0,,1938933.0,,,211104.0,辽宁省,盘锦市,大洼区
兴城市,,2102.0,1309000.0,319000.0,267000.0,723000.0,135914.0,459860.0,,2994574.0,,,211481.0,辽宁省,葫芦岛市,兴城市
绥中县,,2781.0,1644586.0,570350.0,360096.0,714140.0,135955.0,452436.0,,3230575.0,,,211421.0,辽宁省,葫芦岛市,绥中县
建昌县,,3195.0,796116.0,245803.0,100559.0,449754.0,38077.0,337663.0,,1585476.0,,,211422.0,辽宁省,葫芦岛市,建昌县
梅河口市,,2179.0,2888512.0,205089.0,1149201.0,1534222.0,381530.0,642995.0,124940.0,2777871.0,48981.0,,220581.0,吉林省,通化市,梅河口市
汤旺县,,2148.0,142268.0,93892.0,8771.0,39605.0,3478.0,3245.0,,211150.0,,,230723.0,黑龙江省,伊春市,汤旺县
丰林县,,2971.0,225853.0,121402.0,29971.0,74480.0,5066.0,56556.0,,,,,230724.0,黑龙江省,伊春市,丰林县
大菁山县,,3705.0,161551.0,89885.0,20455.0,51211.0,2103.0,22766.0,,35558.0,,,350881.0,福建省,龙岩市,漳平市
南岔县,,3088.0,173090.0,36124.0,37646.0,99320.0,5266.0,66035.0,,375809.0,,,230726.0,黑龙江省,伊春市,南岔县
南京市溧水区,,1064.0,8523700.0,484800.0,4193800.0,3845100.0,705099.0,1160729.0,,3136700.0,,,320117.0,江苏省,南京市,溧水区
南京市高淳区,,790.0,4767700.0,441700.0,2106600.0,2219400.0,345016.0,775958.0,,2529400.0,,,320118.0,江苏省,南京市,高淳区
南京市浦口区,,910.0,12241900.0,462300.0,4204300.0,7575300.0,620183.0,741120.0,,5986900.0,,,320111.0,江苏省,南京市,浦口区
南京市江宁区,,1563.0,23714100.0,708300.0,12300000.0,10674900.0,2655645.0,2431531.0,,10524700.0,,,320115.0,江苏省,南京市,江宁区
南京市六合区,,1471.0,14742500.0,697700.0,8936500.0,5108300.0,411840.0,764693.0,,5624400.0,,,320116.0,江苏省,南京市,六合区
江阴市,,987.0,40011200.0,360800.0,20400000.0,19230200.0,2565800.0,2310984.0,2180900.0,13842700.0,242111.0,,320281.0,江苏省,无锡市,江阴市
宜兴市,,1997.0,17701200.0,499200.0,9242200.0,7959800.0,1238541.0,1510854.0,1066900.0,12291500.0,140905.0,,320282.0,江苏省,无锡市,宜兴市
无锡市锡山区,,399.0,9216600.0,159500.0,4725600.0,4331500.0,897363.0,848856.0,,,,,320205.0,江苏省,无锡市,锡山区
丰县,,1450.0,4682300.0,908400.0,1739400.0,2034500.0,284331.0,732000.0,229900.0,3410495.0,49207.0,,320321.0,江苏省,徐州市,丰县
沛县,,1806.0,7779600.0,1136000.0,3243900.0,3399700.0,449981.0,1079818.0,370300.0,4115754.0,69430.0,,320322.0,江苏省,徐州市,沛县
徐州市铜山区,,1871.0,11843300.0,981400.0,5817600.0,5044300.0,517834.0,1174165.0,,,,,320312.0,江苏省,徐州市,铜山区
睢宁县,,1769.0,6126700.0,1064300.0,2403400.0,2659000.0,380367.0,927865.0,318900.0,3809902.0,59459.0,,320324.0,江苏省,徐州市,睢宁县
新沂市,,1592.0,6864000.0,856700.0,2654200.0,3353100.0,355492.0,901963.0,290400.0,3007344.0,75127.0,,320381.0,江苏省,徐州市,新沂市
邳州市,,2085.0,9597100.0,1497300.0,3907400.0,4192400.0,428651.0,1173578.0,347000.0,4748539.0,66466.0,,320382.0,江苏省,徐州市,邳州市
溧阳市,,1535.0,10105400.0,521400.0,5139600.0,4444400.0,702736.0,1019095.0,603500.0,6372318.0,132330.0,,320481.0,江苏省,常州市,溧阳市
常州市金坛区,,976.0,9085800.0,367900.0,4729300.0,3988600.0,577301.0,811356.0,,4609400.0,,,320413.0,江苏省,常州市,金坛区
常州市武进区,,1065.0,24834200.0,387700.0,13600000.0,10855600.0,1875062.0,1787549.0,,,,,320412.0,江苏省,常州市,武进区
常熟市,,1276.0,22698200.0,389200.0,11200000.0,11076700.0,2030175.0,2194992.0,1720200.0,15388299.0,149591.0,,320581.0,江苏省,苏州市,常熟市
张家港市,,987.0,25472600.0,288200.0,13100000.0,12099600.0,2470018.0,2247736.0,2128100.0,12889895.0,201795.0,,320582.0,江苏省,苏州市,张家港市
昆山市,,932.0,40450600.0,303400.0,20700000.0,19422300.0,4073058.0,3424092.0,3690100.0,15197640.0,242575.0,,320583.0,江苏省,苏州市,昆山市
苏州市吴江区,,1237.0,19581600.0,374300.0,10100000.0,9125100.0,2230950.0,2181670.0,,11685309.0,,,320509.0,江苏省,苏州市,吴江区
太仓市,,810.0,13249800.0,325900.0,6511000.0,6412900.0,1629666.0,1432235.0,1405100.0,6697363.0,183973.0,,320585.0,江苏省,苏州市,太仓市
苏州市吴中区,,2231.0,12787200.0,182500.0,5763500.0,6841200.0,1756296.0,1533265.0,,,,,320506.0,江苏省,苏州市,吴中区
海安市,,1184.0,11332100.0,661300.0,6110100.0,4560700.0,626628.0,1174090.0,526400.0,8762584.0,131195.0,,320685.0,江苏省,南通市,海安市
如东县,,2791.0,10534200.0,846400.0,5230300.0,4457500.0,577014.0,1325561.0,481800.0,7837761.0,107732.0,,320623.0,江苏省,南通市,如东县
启东市,,1715.0,11575500.0,796400.0,5812900.0,4966200.0,706527.0,1018081.0,565400.0,9822214.0,121874.0,,320681.0,江苏省,南通市,启东市
如皋市,,1576.0,12151700.0,724000.0,5974400.0,5453300.0,700134.0,1219426.0,585000.0,9226984.0,98127.0,,320682.0,江苏省,南通市,如皋市
南通市通州区,,1562.0,13854600.0,598700.0,7187900.0,6068000.0,706746.0,1265596.0,,10926870.0,,,320612.0,江苏省,南通市,通州区
海门市,,1144.0,13523700.0,638500.0,6957200.0,5928000.0,710229.0,1128850.0,569000.0,9999835.0,149379.0,,,,,
连云港市赣榆区,,1514.0,6234300.0,1071000.0,2796500.0,2366800.0,287835.0,756520.0,,3165563.0,,,320707.0,江苏省,连云港市,赣榆区
东海县,,2037.0,5262900.0,789000.0,2157500.0,2316400.0,240611.0,700272.0,195200.0,3086443.0,54273.0,,320722.0,江苏省,连云港市,东海县
灌云县,,1538.0,3591900.0,751000.0,1274700.0,1566200.0,225879.0,627386.0,167500.0,2019402.0,44664.0,,320723.0,江苏省,连云港市,灌云县
灌南县,,1028.0,3816500.0,627000.0,1717000.0,1472500.0,235248.0,573325.0,200200.0,1501952.0,60041.0,,320724.0,江苏省,连云港市,灌南县
涟水县,,1678.0,5322700.0,656800.0,2234400.0,2431500.0,229483.0,712989.0,203100.0,2445500.0,62686.0,,320826.0,江苏省,淮安市,涟水县
淮安市洪泽区,,1273.0,3299900.0,391000.0,1340800.0,1568100.0,200545.0,406777.0,,1351500.0,,,320813.0,江苏省,淮安市,洪泽区
盱眙县,,2497.0,4185600.0,686600.0,1590500.0,1908500.0,190909.0,586994.0,154100.0,2381300.0,63756.0,,320830.0,江苏省,淮安市,盱眙县
金湖县,,1378.0,3251200.0,443800.0,1353900.0,1453500.0,224828.0,478013.0,200500.0,1798200.0,97736.0,,320831.0,江苏省,淮安市,金湖县
淮安市淮安区,,1452.0,5884700.0,780400.0,2506700.0,2597600.0,251948.0,798717.0,,,,,320803.0,江苏省,淮安市,淮安区
淮安市淮阴区,,1307.0,5252100.0,737700.0,2107500.0,2406900.0,243951.0,676866.0,,,,,320804.0,江苏省,淮安市,淮阴区
响水县,,1474.0,3857800.0,466000.0,1790300.0,1601500.0,220047.0,644686.0,165000.0,1525848.0,77661.0,,320921.0,江苏省,盐城市,响水县
滨海县,,1950.0,4923300.0,673900.0,2014000.0,2235400.0,232014.0,813481.0,174100.0,2661197.0,52939.0,,320922.0,江苏省,盐城市,滨海县
阜宁县,,1439.0,5550600.0,656500.0,2347400.0,2546700.0,277042.0,900965.0,216800.0,3715165.0,67264.0,,320923.0,江苏省,盐城市,阜宁县
射阳县,,2606.0,5638700.0,953100.0,2071700.0,2613900.0,286000.0,916788.0,230200.0,3952314.0,64186.0,,320924.0,江苏省,盐城市,射阳县
建湖县,,1157.0,5659600.0,549900.0,2377300.0,2732400.0,301596.0,934490.0,227900.0,3850322.0,78279.0,,320925.0,江苏省,盐城市,建湖县
东台市,,3176.0,8414900.0,1095100.0,3129000.0,4190800.0,520016.0,1087027.0,420900.0,6776952.0,86850.0,,320981.0,江苏省,盐城市,东台市
盐城市大丰区,,3008.0,6548800.0,887200.0,2281700.0,3379900.0,510066.0,960668.0,,4816001.0,,,320904.0,江苏省,盐城市,大丰区
盐城市盐都区,,1015.0,5879900.0,500500.0,2698000.0,2681400.0,365678.0,687525.0,,,,,320903.0,江苏省,盐城市,盐都区
宝应县,,1462.0,7329100.0,794900.0,3602900.0,2931300.0,248655.0,775306.0,200100.0,3645800.0,96410.0,,321023.0,江苏省,扬州市,宝应县
仪征市,,816.0,7917200.0,230300.0,4230300.0,3456600.0,503700.0,676800.0,422100.0,3623200.0,138558.0,,321081.0,江苏省,扬州市,仪征市
高邮市,,1922.0,8187300.0,861500.0,4058600.0,3267200.0,368023.0,799886.0,309900.0,4525500.0,109978.0,,321084.0,江苏省,扬州市,高邮市
扬州市江都区,,1330.0,10916600.0,697200.0,5489900.0,4729500.0,530051.0,1123536.0,,7536200.0,,,321012.0,江苏省,扬州市,江都区
扬州市邗江区,,522.0,9950900.0,222900.0,3932100.0,5795900.0,584306.0,806868.0,,,,,321003.0,江苏省,扬州市,邗江区
丹阳市,,1047.0,11220000.0,487100.0,5885700.0,4847200.0,620100.0,899964.0,518000.0,7397099.0,113087.0,,321181.0,江苏省,镇江市,丹阳市
扬中市,,327.0,4878400.0,155700.0,2623100.0,2099600.0,340111.0,495672.0,277100.0,3376712.0,141667.0,,321182.0,江苏省,镇江市,扬中市
