县,年末总人口,行政区域土地面积（平方公里）,地区生产总值（万元）,第一产业增加值（万元）,第二产业增加值（万元）,第三产业增加值（万元）,地方财政一般预算收入（万元）（2003年及之前为“地方财政预算内收入”）,地方财政一般预算支出（万元）（2003年及之前为“财政总支出”）,各项税收（万元）,城乡居民储蓄存款余额（万元）,人均地区生产总值（元/人）,规模以上工业总产值（现价）（万元）,adcode,province,city,district
北京市大兴区,188.8,1036.0,9075500.0,120817.0,2771752.0,6182931.0,1025124.0,2563258.0,612283.0,14631390.0,,8200436.0,110115.0,北京市,北京市,大兴区
北京市怀柔区,42.2,2123.0,3998605.0,64449.0,1638864.0,2295292.0,431062.0,1472445.0,296629.0,3033126.0,,5763354.4,110116.0,北京市,北京市,怀柔区
北京市平谷区,46.2,948.0,2934891.0,131728.0,770869.0,2032294.0,242172.0,1270620.0,166183.0,2440117.0,,1445898.4,110117.0,北京市,北京市,平谷区
北京市密云区,50.3,2226.0,3409331.0,136377.0,1018689.0,2254265.0,374560.0,1636764.0,267123.0,3240519.0,,2924197.8,110118.0,北京市,北京市,密云区
北京市延庆区,35.7,1995.0,1952859.0,74073.0,509725.0,1369061.0,214461.0,1283115.0,133216.0,2277822.0,,1102134.8,110119.0,北京市,北京市,延庆区
北京市东城区,79.4,,29103900.0,,875000.0,28229000.0,1897000.0,2593200.0,1708600.0,,,2270200.0,110101.0,北京市,北京市,东城区
北京市西城区,113.7,,50073300.0,,2788100.0,47285200.0,4311100.0,4278000.0,4056000.0,,,5759209.2,110102.0,北京市,北京市,西城区
北京市朝阳区,347.3,,71163700.0,31200.0,4965200.0,66167300.0,5355500.0,6580100.0,4852100.0,,,7877700.0,110105.0,北京市,北京市,朝阳区
北京市丰台区,202.5,,18296200.0,8800.0,2717300.0,15570000.0,1277000.0,2527000.0,1136700.0,,,4684200.0,110106.0,北京市,北京市,丰台区
北京市石景山区,57.0,,8064500.0,,1349100.0,6715400.0,634300.0,1170300.0,547300.0,,,2346400.0,110107.0,北京市,北京市,石景山区
北京市海淀区,323.7,,79259600.0,16200.0,7071700.0,72171800.0,4465000.0,6970300.0,3921800.0,,,25770400.0,110108.0,北京市,北京市,海淀区
北京市门头沟区,34.4,,2492500.0,30900.0,671600.0,1790000.0,336500.0,1109100.0,216300.0,,,554600.0,110107.0,北京市,北京市,石景山区
北京市房山区,125.5,,8109100.0,138900.0,3529900.0,4440300.0,700600.0,2494000.0,450000.0,,,9282400.0,110111.0,北京市,北京市,房山区
北京市通州区,167.5,,10592300.0,125500.0,4221100.0,6245700.0,887300.0,3598000.0,673300.0,,,6165700.0,110112.0,北京市,北京市,通州区
北京市顺义区,122.8,,19929000.0,166100.0,5767100.0,13995800.0,1657000.0,3058700.0,1244300.0,,,16591500.0,110113.0,北京市,北京市,顺义区
北京市昌平区,216.6,,10718200.0,89000.0,3250800.0,7378400.0,1055700.0,2232900.0,766400.0,,,12049700.0,110114.0,北京市,北京市,昌平区
天津市宝坻区,91.22,1468.0,3688800.0,239600.0,1329000.0,2120200.0,565113.0,1262309.0,288472.0,3987600.0,,,120115.0,天津市,天津市,宝坻区
天津市宁河区,48.68,1032.0,2858000.0,215000.0,969700.0,1673300.0,250197.0,734444.0,184217.0,2471956.0,,,120117.0,天津市,天津市,宁河区
天津市静海区,78.51,1476.0,4107469.0,208445.0,1947297.0,1951727.0,543818.0,1007910.0,416361.0,4965308.0,,,120118.0,天津市,天津市,静海区
天津市蓟州区,89.45,1590.0,2108010.0,277770.0,531044.0,1299196.0,251045.0,822718.0,135434.0,4681044.0,,,120119.0,天津市,天津市,蓟州区
天津市滨海新区,299.86,,,,,,5026841.0,7911460.0,4444796.0,,,,120116.0,天津市,天津市,滨海新区
天津市和平区,35.56,,,,,,375103.0,519971.0,309305.0,,,,120102.0,天津市,天津市,河东区
天津市河东区,98.33,,,,,,303640.0,600813.0,248354.0,,,,120102.0,天津市,天津市,河东区
天津市河西区,99.78,,,,,,532567.0,800476.0,468427.0,,,,120102.0,天津市,天津市,河东区
天津市南开区,115.37,,,,,,400604.0,637620.0,317051.0,,,,120106.0,天津市,天津市,红桥区
天津市河北区,89.52,,,,,,226603.0,514587.0,173137.0,,,,120105.0,天津市,天津市,河北区
天津市红桥区,57.04,,,,,,192446.0,502151.0,127318.0,,,,120106.0,天津市,天津市,红桥区
天津市东丽区,76.72,,,,,,632298.0,1048102.0,459150.0,,,,120110.0,天津市,天津市,东丽区
天津市西青区,86.64,,,,,,954413.0,1690874.0,648252.0,,,,120111.0,天津市,天津市,西青区
天津市津南区,90.06,,,,,,658973.0,1840708.0,472203.0,,,,120112.0,天津市,天津市,津南区
天津市北辰区,86.84,,,,,,592071.0,800439.0,460478.0,,,,120113.0,天津市,天津市,北辰区
天津市武清区,118.26,,,,,,1190818.0,1903361.0,828988.0,,,,120114.0,天津市,天津市,武清区
赞皇县,28.1,1210.0,775381.0,188223.0,231543.0,355615.0,44193.0,201797.0,,1023685.0,,,130129.0,河北省,石家庄市,赞皇县
平山县,50.5,2648.0,2400030.0,151461.0,1441971.0,806598.0,195248.0,422111.0,,2176861.0,,,210504.0,辽宁省,本溪市,明山区
灵寿县,35.3,1066.0,1022396.0,268764.0,180606.0,573026.0,59076.0,272480.0,,1464941.0,,,130126.0,河北省,石家庄市,灵寿县
行唐县,46.3,1025.0,1158550.0,347281.0,197606.0,613663.0,61208.0,349825.0,,1741805.0,,,130125.0,河北省,石家庄市,行唐县
井陉县,33.2,1381.0,969420.0,97872.0,307168.0,564380.0,82020.0,233464.0,,1510018.0,,,130121.0,河北省,石家庄市,井陉县
石家庄市鹿泉区,44.7,603.0,2904093.0,179900.0,1050600.0,1673593.0,307729.0,496662.0,,3005969.0,,,130110.0,河北省,石家庄市,鹿泉区
正定县,51.7,468.0,2803873.0,394075.0,675625.0,1734173.0,374221.0,655830.0,,4420100.0,,,130123.0,河北省,石家庄市,正定县
石家庄市栾城区,36.4,326.0,1726388.0,151563.0,731794.0,843031.0,160870.0,322865.0,,1925941.0,,,130111.0,河北省,石家庄市,栾城区
辛集市,63.5,951.0,4169907.0,517523.0,2699560.0,952824.0,240087.0,670690.0,,3998571.0,,,130181.0,河北省,石家庄市,辛集市
晋州市,57.7,619.0,1542222.0,376027.0,375805.0,790390.0,104528.0,361058.0,,2906226.0,,,130183.0,河北省,石家庄市,晋州市
深泽县,25.9,296.0,711374.0,144076.0,221054.0,346244.0,51652.0,171553.0,,1302214.0,,,130128.0,河北省,石家庄市,深泽县
无极县,53.9,524.0,1299107.0,291045.0,397679.0,610383.0,75859.0,446075.0,,2195054.0,,,130130.0,河北省,石家庄市,无极县
石家庄市藁城区,86.6,836.0,4159863.0,453617.0,2016712.0,1689534.0,458004.0,586960.0,,3575736.0,,,130109.0,河北省,石家庄市,藁城区
赵县,62.3,674.0,1411279.0,243619.0,392025.0,775635.0,74336.0,303130.0,,1738592.0,,,130133.0,河北省,石家庄市,赵县
新乐市,51.9,525.0,1393397.0,329240.0,352847.0,711310.0,101808.0,323511.0,,1912801.0,,,130184.0,河北省,石家庄市,新乐市
高邑县,20.4,222.0,682053.0,130836.0,210794.0,340423.0,55107.0,166984.0,,822578.0,,,130127.0,河北省,石家庄市,高邑县
元氏县,44.7,675.0,1595370.0,199376.0,467120.0,928874.0,101256.0,271202.0,,1834823.0,,,130132.0,河北省,石家庄市,元氏县
滦州市,57.3,1027.0,3962438.0,462597.0,2311227.0,1188614.0,221400.0,420399.0,,3137392.0,,,130284.0,河北省,唐山市,滦州市
滦南县,56.9,1483.0,2710469.0,827300.0,911317.0,971852.0,140018.0,421103.0,,2904978.0,,,130224.0,河北省,唐山市,滦南县
乐亭县,44.3,1020.0,3447451.0,800003.0,1585367.0,1062081.0,171254.0,385774.0,,3260156.0,,,130225.0,河北省,唐山市,乐亭县
迁西县,39.6,1461.0,3206820.0,225681.0,2113254.0,867885.0,153352.0,302265.0,,2711726.0,,,130227.0,河北省,唐山市,迁西县
迁安市,77.8,1227.0,9577765.0,322898.0,6058834.0,3196033.0,630100.0,823069.0,,7038983.0,,,130283.0,河北省,唐山市,迁安市
玉田县,70.4,1170.0,2628512.0,638820.0,1093152.0,896540.0,122187.0,397421.0,,4594290.0,,,130229.0,河北省,唐山市,玉田县
遵化市,75.3,1514.0,4242634.0,478270.0,1788049.0,1976315.0,160588.0,469170.0,,4887119.0,,,130281.0,河北省,唐山市,遵化市
大名县,93.6,1053.0,1479540.0,265774.0,434372.0,779394.0,54023.0,427212.0,,2094600.0,,,130425.0,河北省,邯郸市,大名县
魏县,104.4,864.0,2027531.0,366008.0,885045.0,776478.0,95395.0,516973.0,,2083995.0,,,130434.0,河北省,邯郸市,魏县
曲周县,53.6,677.0,1228380.0,231848.0,540389.0,456143.0,61523.0,252282.0,,1445025.0,,,130435.0,河北省,邯郸市,曲周县
邱县,25.8,449.0,934742.0,150728.0,401747.0,382267.0,51666.0,176191.0,,819139.0,,,130430.0,河北省,邯郸市,邱县
鸡泽县,34.2,336.0,935086.0,145495.0,396065.0,393526.0,51883.0,202581.0,,968530.0,,,130431.0,河北省,邯郸市,鸡泽县
邯郸市肥乡区,41.4,503.0,1495180.0,269365.0,489846.0,735969.0,80229.0,281431.0,,1075669.0,,,130407.0,河北省,邯郸市,肥乡区
广平县,31.4,314.0,931577.0,106831.0,371206.0,453540.0,69000.0,225631.0,,873629.0,,,130432.0,河北省,邯郸市,广平县
成安县,46.7,482.0,1647204.0,246078.0,852575.0,548551.0,107862.0,287596.0,,1142834.0,,,130424.0,河北省,邯郸市,成安县
临漳县,75.8,742.0,1581221.0,243436.0,649564.0,688221.0,58825.0,329791.0,,1644691.0,,,130423.0,河北省,邯郸市,临漳县
馆陶县,36.3,456.0,915037.0,214693.0,192324.0,508020.0,60009.0,265887.0,,1080872.0,,,130433.0,河北省,邯郸市,馆陶县
磁县,47.9,695.0,799240.0,113262.0,253781.0,432197.0,77970.0,258643.0,,1936285.0,,,130427.0,河北省,邯郸市,磁县
涉县,43.3,1509.0,1649112.0,107974.0,755556.0,785582.0,134731.0,285465.0,,2234938.0,,,130426.0,河北省,邯郸市,涉县
邯郸市永年区,97.2,761.0,2185705.0,376405.0,928221.0,881079.0,153446.0,372363.0,,3456148.0,,,130408.0,河北省,邯郸市,永年区
武安市,84.9,1806.0,6381839.0,276296.0,3970303.0,2135240.0,483271.0,718744.0,,5719688.0,,,130481.0,河北省,邯郸市,武安市
蔚县,49.9,3198.0,828387.0,147409.0,149455.0,531523.0,56005.0,375776.0,,2049917.0,,,130726.0,河北省,张家口市,蔚县
阳原县,27.1,1839.0,521095.0,126711.0,133359.0,261025.0,40009.0,335225.0,,1054142.0,,,130727.0,河北省,张家口市,阳原县
张北县,36.1,3854.0,1188906.0,357884.0,391656.0,439366.0,82089.0,397957.0,,1335240.0,,,130722.0,河北省,张家口市,张北县
康保县,26.9,3365.0,566826.0,205538.0,170649.0,190639.0,34645.0,354563.0,,525737.0,,,130723.0,河北省,张家口市,康保县
沽源县,22.5,3363.0,644254.0,257728.0,182405.0,204121.0,34820.0,335486.0,,670702.0,,,130724.0,河北省,张家口市,沽源县
尚义县,18.6,2601.0,439170.0,162985.0,121343.0,154842.0,25268.0,318880.0,,554374.0,,,130725.0,河北省,张家口市,尚义县
怀安县,23.7,1698.0,956819.0,101794.0,579582.0,275443.0,89982.0,258541.0,,1027836.0,,,130728.0,河北省,张家口市,怀安县
赤城县,29.3,5273.0,613423.0,257590.0,80844.0,274989.0,68027.0,273268.0,,1185879.0,,,130732.0,河北省,张家口市,赤城县
张家口市崇礼区,13.1,2324.0,326751.0,55052.0,86149.0,185550.0,57230.0,364149.0,,961046.0,,,130709.0,河北省,张家口市,崇礼区
张家口市万全区,22.5,1162.0,725934.0,106438.0,226703.0,392793.0,47750.0,236426.0,,516412.0,,,130708.0,河北省,张家口市,万全区
怀来县,36.9,1801.0,1319744.0,142735.0,199678.0,977331.0,165550.0,403614.0,,2153384.0,,,130730.0,河北省,张家口市,怀来县
涿鹿县,35.1,2802.0,845862.0,117875.0,202632.0,525355.0,46167.0,299538.0,,1396129.0,,,130731.0,河北省,张家口市,涿鹿县
张家口市宣化区,52.2,2014.0,,,,,,471712.0,,,,,130705.0,河北省,张家口市,宣化区
保定市清苑区,69.2,867.0,1368371.0,315416.0,403209.0,649746.0,77806.0,365011.0,,2287524.0,,,130608.0,河北省,保定市,清苑区
保定市满城区,41.0,658.0,1203442.0,210565.0,322245.0,670632.0,83675.0,281980.0,,1836002.0,,,130607.0,河北省,保定市,满城区
安新县,51.3,779.0,666851.0,86604.0,255801.0,324446.0,28929.0,336536.0,,2035537.0,,,130632.0,河北省,保定市,安新县
唐县,59.7,1414.0,1221962.0,301561.0,432526.0,487875.0,64951.0,317359.0,,2100755.0,,,130627.0,河北省,保定市,唐县
顺平县,31.6,712.0,693552.0,224719.0,139860.0,328973.0,50088.0,216690.0,,1109182.0,,,130636.0,河北省,保定市,顺平县
博野县,27.2,331.0,523533.0,135477.0,125599.0,262457.0,28797.0,142251.0,,901569.0,,,130637.0,河北省,保定市,博野县
曲阳县,66.0,1084.0,1132220.0,161776.0,308691.0,661753.0,57496.0,357217.0,,2109207.0,,,130634.0,河北省,保定市,曲阳县
涞源县,28.8,2448.0,634863.0,72100.0,162460.0,400303.0,111254.0,341548.0,,1017093.0,,,130630.0,河北省,保定市,涞源县
阜平县,23.0,2496.0,449484.0,125294.0,55283.0,268907.0,47876.0,309040.0,,1037494.0,,,130624.0,河北省,保定市,阜平县
易县,58.3,2534.0,1086966.0,281484.0,206844.0,598638.0,83900.0,368367.0,,2046101.0,,,130633.0,河北省,保定市,易县
定兴县,61.0,714.0,1598186.0,282835.0,534580.0,780771.0,82094.0,351086.0,,1772760.0,,,130626.0,河北省,保定市,定兴县
保定市徐水区,63.9,723.0,2713072.0,219975.0,1636530.0,856567.0,210370.0,445014.0,,2521867.0,,,130609.0,河北省,保定市,徐水区
容城县,28.0,314.0,599463.0,64917.0,234962.0,299584.0,23562.0,234917.0,,2190790.0,,,130629.0,河北省,保定市,容城县
涿州市,70.4,751.0,3367371.0,225814.0,654531.0,2487026.0,311941.0,500644.0,,4139841.0,,,130681.0,河北省,保定市,涿州市
涞水县,36.4,1662.0,892536.0,167884.0,153371.0,571281.0,68171.0,248210.0,,1437641.0,,,130623.0,河北省,保定市,涞水县
高碑店市,57.0,620.0,1977581.0,148311.0,789695.0,1039575.0,145128.0,353535.0,,3911324.0,,,130684.0,河北省,保定市,高碑店市
雄县,49.7,661.0,724892.0,85900.0,300164.0,338828.0,26626.0,315322.0,,2328140.0,,,130638.0,河北省,保定市,雄县
望都县,27.4,358.0,669320.0,155303.0,199438.0,314579.0,40173.0,184636.0,,1158280.0,,,130631.0,河北省,保定市,望都县
高阳县,32.5,441.0,982068.0,58959.0,448315.0,474794.0,76599.0,195564.0,,1654514.0,,,130628.0,河北省,保定市,高阳县
蠡县,54.7,652.0,1094759.0,163764.0,333849.0,597146.0,60011.0,263222.0,,1824534.0,,,130635.0,河北省,保定市,蠡县
安国市,41.2,486.0,1024320.0,201545.0,219934.0,602841.0,82304.0,259701.0,,1987982.0,,,130683.0,河北省,保定市,安国市
定州市,124.1,1284.0,3330429.0,698304.0,1271350.0,1360775.0,243967.0,721109.0,,5044750.0,,,130682.0,河北省,保定市,定州市
肃宁县,37.1,516.0,1295718.0,234957.0,169955.0,890806.0,112581.0,361467.0,,1765745.0,,,130926.0,河北省,沧州市,肃宁县
献县,66.3,1173.0,1683603.0,300820.0,622159.0,760624.0,72870.0,368652.0,,2581925.0,,,130929.0,河北省,沧州市,献县
盐山县,49.6,795.0,1315380.0,107150.0,633155.0,575075.0,62034.0,308354.0,,1337868.0,,,130925.0,河北省,沧州市,盐山县
孟村回族自治县,23.3,387.0,880395.0,78008.0,408577.0,393810.0,40566.0,160656.0,,963539.0,,,130930.0,河北省,沧州市,孟村回族自治县
沧县,74.3,1520.0,2162824.0,244954.0,763578.0,1154292.0,124146.0,628251.0,,2040543.0,,,130902.0,河北省,沧州市,新华区
青县,44.1,992.0,1900485.0,433453.0,591708.0,875324.0,96912.0,302418.0,,2206195.0,,,130922.0,河北省,沧州市,青县
南皮县,40.0,790.0,1008848.0,174176.0,313992.0,520680.0,53636.0,264732.0,,1527972.0,,,130927.0,河北省,沧州市,南皮县
河间市,90.7,1322.0,2360908.0,179669.0,825552.0,1355687.0,128257.0,513910.0,,4002582.0,,,130984.0,河北省,沧州市,河间市
任丘市,81.5,872.0,5900078.0,123155.0,2846603.0,2930320.0,401618.0,492779.0,,5435849.0,,,130982.0,河北省,沧州市,任丘市
海兴县,23.7,868.0,503348.0,109747.0,129783.0,263818.0,48876.0,192628.0,,785831.0,,,130924.0,河北省,沧州市,海兴县
东光县,38.6,710.0,1477996.0,120277.0,414790.0,942929.0,63115.0,314566.0,,1997044.0,,,130923.0,河北省,沧州市,东光县
泊头市,63.2,1009.0,2222780.0,184130.0,917524.0,1121126.0,105239.0,324149.0,,3181366.0,,,130981.0,河北省,沧州市,泊头市
吴桥县,28.0,582.0,849196.0,170113.0,137993.0,541090.0,40090.0,232102.0,,1302564.0,,,130928.0,河北省,沧州市,吴桥县
黄骅市,48.6,1718.0,2471298.0,316900.0,728194.0,1426204.0,206811.0,484390.0,,3071663.0,,,130983.0,河北省,沧州市,黄骅市
青龙满族自治县,56.7,3510.0,1238792.0,439563.0,327232.0,471997.0,45647.0,318451.0,,1601423.0,,,130321.0,河北省,秦皇岛市,青龙满族自治县
昌黎县,52.3,1212.0,2863713.0,623770.0,1156039.0,1083904.0,164311.0,385007.0,,4545786.0,,,130322.0,河北省,秦皇岛市,昌黎县
卢龙县,41.5,956.0,1151671.0,358237.0,285050.0,508384.0,58413.0,264421.0,,1899577.0,,,130324.0,河北省,秦皇岛市,卢龙县
秦皇岛市抚宁区,33.1,968.0,1254202.0,343754.0,323986.0,586462.0,47561.0,219271.0,,2148900.0,,,130306.0,河北省,秦皇岛市,抚宁区
南宫市,50.8,861.0,1156294.0,196300.0,436002.0,523992.0,46020.0,242155.0,,1998062.0,,,130581.0,河北省,邢台市,南宫市
沙河市,46.1,859.0,1881460.0,67842.0,772632.0,1040986.0,127081.0,341500.0,,2757193.0,,,130582.0,河北省,邢台市,沙河市
邢台县,36.3,1848.0,1639863.0,124235.0,962674.0,552954.0,125700.0,335919.0,,1755158.0,,,,,,
临城县,22.1,797.0,493337.0,87021.0,130502.0,275814.0,32788.0,184251.0,,1047604.0,,,130522.0,河北省,邢台市,临城县
内丘县,29.8,788.0,731254.0,140837.0,233414.0,357003.0,72500.0,194836.0,,1195266.0,,,130523.0,河北省,邢台市,内丘县
柏乡县,20.7,268.0,454955.0,97327.0,189294.0,168334.0,22801.0,123468.0,,624717.0,,,130524.0,河北省,邢台市,柏乡县
隆尧县,57.3,749.0,1040050.0,242610.0,358961.0,438479.0,53134.0,225552.0,,1649557.0,,,130525.0,河北省,邢台市,隆尧县
任县,39.2,431.0,600470.0,124133.0,206701.0,269636.0,39778.0,219103.0,,1066475.0,,,,,,
南和县,40.0,405.0,770920.0,212830.0,210230.0,347860.0,50657.0,264753.0,,1187962.0,,,,,,
宁晋县,86.6,1111.0,2444924.0,299777.0,1298340.0,846807.0,120369.0,430034.0,,2941193.0,,,130528.0,河北省,邢台市,宁晋县
巨鹿县,43.4,631.0,981509.0,302394.0,257267.0,421848.0,50405.0,265678.0,,1447370.0,,,130529.0,河北省,邢台市,巨鹿县
新河县,17.8,366.0,516212.0,129477.0,210230.0,176505.0,21753.0,130747.0,,758527.0,,,130530.0,河北省,邢台市,新河县
广宗县,33.7,504.0,600841.0,126802.0,229936.0,244103.0,29966.0,189131.0,,762717.0,,,130531.0,河北省,邢台市,广宗县
平乡县,36.9,406.0,873819.0,157993.0,319255.0,396571.0,45606.0,247005.0,,1180552.0,,,130532.0,河北省,邢台市,平乡县
威县,64.8,1012.0,1062004.0,287360.0,269909.0,504735.0,62933.0,313564.0,,1767011.0,,,130533.0,河北省,邢台市,威县
清河县,45.0,501.0,1409271.0,66105.0,577166.0,766000.0,93713.0,311978.0,,2297584.0,,,130534.0,河北省,邢台市,清河县
临西县,39.4,542.0,750498.0,146079.0,206622.0,397797.0,48162.0,212272.0,,1144858.0,,,130535.0,河北省,邢台市,临西县
三河市,74.7,643.0,5048086.0,184875.0,1349735.0,3513476.0,612588.0,971971.0,,6478596.0,,,131082.0,河北省,廊坊市,三河市
大厂回族自治县,13.4,176.0,1648040.0,47740.0,242844.0,1357456.0,306015.0,397750.0,,1279807.0,,,131028.0,河北省,廊坊市,大厂回族自治县
香河县,37.6,448.0,2248152.0,194878.0,534111.0,1519163.0,383728.0,631479.0,,3386127.0,,,131024.0,河北省,廊坊市,香河县
永清县,41.4,776.0,2045058.0,631019.0,426586.0,987453.0,179711.0,410871.0,,1762129.0,,,131023.0,河北省,廊坊市,永清县
固安县,52.7,703.0,3134073.0,441562.0,594557.0,2097954.0,498675.0,813619.0,,2974830.0,,,131022.0,河北省,廊坊市,固安县
霸州市,65.8,802.0,4011543.0,115824.0,2051745.0,1843974.0,284053.0,620859.0,,5094897.0,,,131081.0,河北省,廊坊市,霸州市
文安县,55.9,1037.0,1887961.0,129239.0,958640.0,800082.0,131393.0,398328.0,,3053479.0,,,131026.0,河北省,廊坊市,文安县
大城县,53.9,897.0,1705666.0,179996.0,712730.0,812940.0,120997.0,360115.0,,2922015.0,,,131025.0,河北省,廊坊市,大城县
宽城满族自治县,26.3,1936.0,1485938.0,192062.0,680768.0,613108.0,109181.0,241218.0,,2013029.0,,,130827.0,河北省,承德市,宽城满族自治县
滦平县,33.1,2993.0,1450996.0,308732.0,522349.0,619915.0,109979.0,340829.0,,1445996.0,,,130824.0,河北省,承德市,滦平县
丰宁满族自治县,40.9,8739.0,1194812.0,296340.0,335530.0,562942.0,90153.0,570344.0,,1546798.0,,,130826.0,河北省,承德市,丰宁满族自治县
隆化县,44.9,5473.0,1431867.0,488883.0,307254.0,635730.0,51064.0,443069.0,,1534194.0,,,130825.0,河北省,承德市,隆化县
围场满族蒙古族自治县,53.7,9037.0,1546643.0,577451.0,368195.0,600997.0,60573.0,491084.0,,1726142.0,,,130828.0,河北省,承德市,围场满族蒙古族自治县
承德县,42.8,3648.0,1274325.0,414876.0,297617.0,561832.0,74472.0,299795.0,,1681498.0,,,130821.0,河北省,承德市,承德县
兴隆县,32.8,3117.0,1127096.0,241368.0,408558.0,477170.0,72070.0,324399.0,,1664879.0,,,130822.0,河北省,承德市,兴隆县
平泉市,48.0,3294.0,1350512.0,414847.0,280841.0,654824.0,63407.0,335568.0,,2313581.0,,,130881.0,河北省,承德市,平泉市
武邑县,31.8,800.0,823330.0,255133.0,156171.0,412026.0,50781.0,241524.0,,1461069.0,,,131122.0,河北省,衡水市,武邑县
饶阳县,28.9,572.0,890532.0,315121.0,156472.0,418939.0,37462.0,235033.0,,1269621.0,,,131124.0,河北省,衡水市,饶阳县
安平县,33.7,496.0,1354330.0,135923.0,518908.0,699499.0,89302.0,288045.0,,2238957.0,,,131125.0,河北省,衡水市,安平县
衡水市冀州区,34.5,878.0,1069692.0,117398.0,295634.0,656660.0,67342.0,280073.0,,2181191.0,,,131103.0,河北省,衡水市,冀州区
枣强县,40.5,905.0,1139284.0,137689.0,419615.0,581980.0,84436.0,338180.0,,2434366.0,,,131121.0,河北省,衡水市,枣强县
深州市,56.5,1245.0,1540717.0,374904.0,409972.0,755841.0,99109.0,396917.0,,2155994.0,,,131182.0,河北省,衡水市,深州市
武强县,21.5,443.0,631864.0,99520.0,202663.0,329681.0,40859.0,181547.0,,1006260.0,,,131123.0,河北省,衡水市,武强县
故城县,52.6,941.0,1068836.0,244769.0,280091.0,543976.0,77302.0,325051.0,,2108445.0,,,131126.0,河北省,衡水市,故城县
景县,54.6,1188.0,1652676.0,184405.0,596001.0,872270.0,93154.0,364792.0,,2882943.0,,,131127.0,河北省,衡水市,景县
阜城县,35.4,695.0,804999.0,189972.0,227304.0,387723.0,51523.0,257307.0,,1700985.0,,,131128.0,河北省,衡水市,阜城县
清徐县,35.85,609.0,1919297.0,141125.0,1101669.0,676503.0,143475.0,331017.0,,1970524.0,52143.0,,140121.0,山西省,太原市,清徐县
阳曲县,12.47,2059.0,508696.0,71942.0,276264.0,160490.0,65369.0,225617.0,,660217.0,39817.0,,140122.0,山西省,太原市,阳曲县
娄烦县,10.99,1276.0,247637.0,21401.0,99949.0,126287.0,42256.0,169088.0,,387540.0,22739.0,,140123.0,山西省,太原市,娄烦县
古交市,21.67,1584.0,438364.0,22836.0,214851.0,200677.0,161072.0,230574.0,,1563311.0,20144.0,,140181.0,山西省,太原市,古交市
太原市小店区,86.34,,9996027.0,41864.0,4825236.0,5128927.0,243697.0,459760.0,,,116388.0,,140105.0,山西省,太原市,小店区
太原市尖草坪区,44.08,,3407836.0,28674.0,2289069.0,1090093.0,141031.0,262754.0,,,77627.251,,140108.0,山西省,太原市,尖草坪区
太原市迎泽区,62.6,,8601614.0,3130.0,1008443.0,7590041.0,195162.0,293604.0,,,137959.0,,140106.0,山西省,太原市,迎泽区
太原市杏花岭区,68.03,,7307771.0,5797.0,1470328.0,5831646.0,155248.0,267421.0,,,107918.0,,140107.0,山西省,太原市,杏花岭区
太原市万柏林区,80.53,,4759791.0,3116.0,2484074.0,2272601.0,232645.0,388678.0,,,59424.0,,140109.0,山西省,太原市,万柏林区
太原市晋源区,23.63,,754974.0,35664.0,240868.0,478442.0,93344.0,293633.0,,,32129.0,,140110.0,山西省,太原市,晋源区
大同市新荣区,12.85,,590971.0,42365.0,338203.0,210403.0,23823.0,121538.0,,,46024.0,,140212.0,山西省,大同市,新荣区
左云县,16.31,1297.0,674540.0,29498.0,257960.0,387082.0,103497.0,173557.0,,871198.0,61834.0,,140226.0,山西省,大同市,左云县
阳高县,26.77,1598.0,509886.0,135924.0,112250.0,261712.0,14770.0,211196.0,,869725.0,19078.0,,140221.0,山西省,大同市,阳高县
天镇县,23.05,1709.0,368802.0,75170.0,90921.0,202711.0,24543.0,280291.0,,735671.0,16284.0,,140222.0,山西省,大同市,天镇县
广灵县,19.17,1284.0,410714.0,78310.0,126453.0,205951.0,25284.0,256600.0,,563857.0,21285.0,,140223.0,山西省,大同市,广灵县
灵丘县,24.44,2732.0,505072.0,48277.0,152707.0,304088.0,18793.0,232610.0,,1011267.0,20739.0,,140224.0,山西省,大同市,灵丘县
浑源县,35.74,1968.0,488468.0,114713.0,77160.0,296595.0,28880.0,199374.0,,1039307.0,13003.0,,140225.0,山西省,大同市,浑源县
平定县,34.58,1390.0,1112228.0,47058.0,573643.0,491527.0,47794.0,265617.0,,1600293.0,32166.0,,140321.0,山西省,阳泉市,平定县
盂县,32.55,2523.0,1292797.0,38008.0,692423.0,562366.0,86286.0,267982.0,,2075046.0,39796.0,,140322.0,山西省,阳泉市,盂县
阳泉市郊区,24.5578,,1228188.0,15118.0,,1213070.0,47933.0,170448.0,,,50030.0,,140311.0,山西省,阳泉市,郊区
阳泉市城区,23.15,,2024177.0,2192.0,,2021985.0,30135.0,75650.0,,,87706.0,,140302.0,山西省,阳泉市,城区
阳泉市矿区,26.9134,,1519711.0,1089.0,,1518622.0,27264.0,88828.0,,,56491.0,,140303.0,山西省,阳泉市,矿区
长治市上党区,35.75,482.0,2164034.0,70282.0,1377000.0,716752.0,202751.0,286993.0,,1429113.0,60590.0,,140404.0,山西省,长治市,上党区
长治市潞城区,23.74,614.0,1253824.0,41669.0,801621.0,410534.0,79216.0,177255.0,,970923.0,52442.0,,140406.0,山西省,长治市,潞城区
长治市屯留区,27.42,1190.0,1330059.0,67499.0,897554.0,365006.0,110079.0,206386.0,,898786.0,48083.0,,140405.0,山西省,长治市,屯留区
